"","DateTime","Status","200","202.5","205","207.5","210","212.5","215","217.5","220","222.5","225","227.5","230","232.5","235","237.5","240","242.5","245","247.5","250","252.5","255","257.5","260","262.5","265","267.5","270","272.5","275","277.5","280","282.5","285","287.5","290","292.5","295","297.5","300","302.5","305","307.5","310","312.5","315","317.5","320","322.5","325","327.5","330","332.5","335","337.5","340","342.5","345","347.5","350","352.5","355","357.5","360","362.5","365","367.5","370","372.5","375","377.5","380","382.5","385","387.5","390","392.5","395","397.5","400","402.5","405","407.5","410","412.5","415","417.5","420","422.5","425","427.5","430","432.5","435","437.5","440","442.5","445","447.5","450","452.5","455","457.5","460","462.5","465","467.5","470","472.5","475","477.5","480","482.5","485","487.5","490","492.5","495","497.5","500","502.5","505","507.5","510","512.5","515","517.5","520","522.5","525","527.5","530","532.5","535","537.5","540","542.5","545","547.5","550","552.5","555","557.5","560","562.5","565","567.5","570","572.5","575","577.5","580","582.5","585","587.5","590","592.5","595","597.5","600","602.5","605","607.5","610","612.5","615","617.5","620","622.5","625","627.5","630","632.5","635","637.5","640","642.5","645","647.5","650","652.5","655","657.5","660","662.5","665","667.5","670","672.5","675","677.5","680","682.5","685","687.5","690","692.5","695","697.5","700","702.5","705","707.5","710","712.5","715","717.5","720","722.5","725","727.5","730","732.5","Valve","Measurement time"
"20558",2020-10-16 13:19:29,"Ok",12.274,11.633,11.0257,10.4548,9.9507,9.5736,9.312,9.0838,8.8713,8.6948,8.5033,8.3262,8.1942,8.0341,7.8947,7.7569,7.6513,7.5454,7.4438,7.3557,7.267,7.2214,7.1547,7.0858,6.9956,6.9295,6.8873,6.8266,6.7786,6.7121,6.6459,6.5989,6.5434,6.4667,6.3831,6.3317,6.2677,6.1971,6.1419,6.0639,5.9875,5.932,5.893,5.8331,5.7812,5.7449,5.6958,5.6511,5.6234,5.5958,5.5381,5.5094,5.498,5.4628,5.4274,5.3904,5.3462,5.3376,5.3214,5.267,5.2412,5.2148,5.2182,5.2201,5.1779,5.1616,5.1715,5.1497,5.1076,5.0682,5.0072,4.962,4.9448,4.9851,5.0596,5.0981,5.1112,5.1231,5.1253,5.076,5.0144,4.9591,4.8978,4.8887,4.8959,4.8537,4.8158,4.7832,4.7152,4.7059,4.75,4.7235,4.6802,4.6626,4.6614,4.6789,4.6552,4.6186,4.6198,4.6106,4.5889,4.5703,4.5843,4.5741,4.5416,4.5262,4.5108,4.5151,4.5116,4.5038,4.5006,4.5185,4.538,4.4717,4.4374,4.4584,4.4546,4.4252,4.4353,4.4323,4.4183,4.3945,4.3903,4.4073,4.3838,4.343,4.337,4.354,4.3664,4.3411,4.323,4.345,4.3147,4.2748,4.2797,4.276,4.2591,4.2337,4.213,4.2707,4.2836,4.2139,4.1523,4.1803,4.2118,4.2053,4.1639,4.1504,4.2318,4.1821,4.0931,4.1365,4.157,4.1446,4.1082,4.1176,4.1073,4.0545,4.0813,4.1289,4.0986,4.0737,4.0588,4.0281,4.0367,4.0479,4.0515,4.0546,4.0257,3.9768,3.9701,4.027,4.0432,4.0275,4.0225,4.0006,3.991,3.936,3.9271,4,4.0082,4.0193,3.9978,3.9565,3.9356,3.8676,3.8441,3.9298,3.9866,3.9846,3.9716,3.9271,3.9095,3.9141,3.8764,3.8863,3.908,3.8715,3.8478,3.8844,3.9156,3.8539,3.7727,3.7925,3.8066,3.7652,3.7383,3.7073,3.66,3.6513,3.5994,3.5388,3.5648,3.5966,1,"20/10/16 13:27:42"
"20559",2020-10-16 13:29:14,"Ok",12.9825,12.2834,11.5898,10.9551,10.3914,9.9616,9.6566,9.3905,9.1496,8.9527,8.7524,8.5756,8.4406,8.2731,8.1212,7.9718,7.8651,7.7613,7.6627,7.5761,7.4801,7.4111,7.3174,7.2302,7.1319,7.0592,7.0005,6.9199,6.8568,6.7833,6.7149,6.6522,6.5728,6.4948,6.4275,6.379,6.3066,6.2196,6.1546,6.0834,6.0192,5.9731,5.9451,5.8868,5.8356,5.8039,5.7485,5.7032,5.6799,5.654,5.5895,5.564,5.5599,5.5226,5.486,5.4576,5.4192,5.4051,5.3843,5.3333,5.309,5.2733,5.2551,5.2539,5.2076,5.1871,5.2173,5.2161,5.1817,5.1436,5.0807,5.0313,5.0183,5.0675,5.1417,5.1809,5.193,5.1957,5.2001,5.1593,5.1003,5.0448,4.9806,4.9697,4.9785,4.9381,4.8999,4.8685,4.8027,4.7963,4.8409,4.8131,4.7671,4.7487,4.753,4.7697,4.7416,4.7051,4.7055,4.6969,4.6768,4.661,4.678,4.6611,4.6264,4.6181,4.6022,4.5999,4.5911,4.5821,4.5834,4.6046,4.6223,4.5627,4.5245,4.5489,4.5488,4.5137,4.5249,4.521,4.5066,4.4845,4.4783,4.4895,4.4652,4.428,4.4215,4.4379,4.4493,4.4197,4.4002,4.4298,4.4015,4.3606,4.3647,4.3623,4.3521,4.3235,4.3007,4.3507,4.3581,4.2964,4.2387,4.2586,4.292,4.287,4.2468,4.2332,4.307,4.2646,4.1811,4.2141,4.2291,4.2204,4.1872,4.2011,4.1934,4.1371,4.1568,4.2043,4.1793,4.1551,4.1399,4.1126,4.1111,4.1197,4.1309,4.1311,4.1054,4.0481,4.0381,4.099,4.1143,4.105,4.0998,4.0725,4.0598,4.0082,3.997,4.0678,4.0721,4.0844,4.0692,4.0234,4.0064,3.9381,3.9064,3.9938,4.0558,4.05,4.0323,3.99,3.9716,3.9704,3.9373,3.9542,3.9799,3.9337,3.9084,3.9519,3.9771,3.9185,3.8428,3.8573,3.87,3.8289,3.7983,3.7654,3.7136,3.6995,3.6647,3.616,3.6295,3.6574,2,"20/10/16 13:37:27"
"20560",2020-10-16 13:38:59,"Ok",12.1321,11.4751,10.8488,10.2622,9.7486,9.3684,9.0947,8.8593,8.6511,8.4818,8.3056,8.1508,8.0379,7.897,7.7697,7.639,7.542,7.4419,7.3428,7.2522,7.1507,7.0783,6.9756,6.8686,6.755,6.6802,6.6261,6.5497,6.4903,6.4268,6.3598,6.3056,6.2432,6.1661,6.0882,6.0411,5.9808,5.9077,5.8527,5.7804,5.7116,5.6573,5.6182,5.5565,5.5089,5.4757,5.423,5.3808,5.3534,5.3311,5.274,5.2471,5.236,5.1995,5.1644,5.1274,5.0876,5.0784,5.0597,5.0103,4.9862,4.9597,4.954,4.9619,4.9203,4.8928,4.9088,4.8958,4.8554,4.8048,4.7467,4.7135,4.6907,4.7299,4.7994,4.8384,4.8565,4.8593,4.8583,4.8101,4.7457,4.6943,4.6301,4.6232,4.6295,4.5827,4.5457,4.5078,4.4396,4.4373,4.4829,4.454,4.4069,4.3864,4.3866,4.403,4.3699,4.3341,4.3412,4.3292,4.3089,4.2921,4.3121,4.2965,4.2577,4.2495,4.2358,4.2405,4.2353,4.2247,4.2259,4.2431,4.2593,4.2049,4.165,4.1862,4.1862,4.1527,4.1652,4.1637,4.1532,4.1246,4.1171,4.1414,4.1145,4.0769,4.0732,4.0887,4.1009,4.0694,4.0504,4.0848,4.0569,4.0136,4.0204,4.0198,4.0103,3.987,3.9639,4.0081,4.0205,3.9638,3.9085,3.9306,3.9609,3.9509,3.9159,3.9097,3.9801,3.9397,3.8576,3.8874,3.9018,3.894,3.8684,3.8847,3.8814,3.824,3.8349,3.8821,3.8654,3.8455,3.8226,3.7976,3.7938,3.8049,3.8237,3.8152,3.7785,3.7263,3.7248,3.7906,3.8083,3.794,3.7909,3.7659,3.7488,3.6969,3.6956,3.7651,3.7648,3.7782,3.7645,3.722,3.7094,3.6373,3.6049,3.6955,3.7554,3.7494,3.7376,3.7047,3.6932,3.6788,3.6293,3.6488,3.6861,3.6406,3.6162,3.6645,3.6941,3.6316,3.5555,3.5757,3.5867,3.5539,3.5226,3.4857,3.4389,3.4251,3.3934,3.3428,3.3545,3.3828,3,"20/10/16 13:47:12"
"20561",2020-10-16 13:48:44,"Ok",12.2254,11.5856,11.004,10.4826,10.0184,9.6619,9.4118,9.1946,8.991,8.8268,8.6588,8.5071,8.3977,8.2621,8.1402,8.0152,7.9179,7.8139,7.7096,7.6155,7.5151,7.4395,7.3308,7.2129,7.0917,7.0179,6.9599,6.8734,6.8121,6.7509,6.6858,6.6325,6.5705,6.4989,6.4288,6.3851,6.3255,6.2556,6.2053,6.1358,6.0665,6.0127,5.9785,5.9219,5.8724,5.8393,5.7947,5.7521,5.7237,5.6972,5.6373,5.6114,5.6004,5.5598,5.5227,5.4931,5.4581,5.4398,5.416,5.3667,5.341,5.3108,5.3015,5.3111,5.266,5.239,5.2538,5.232,5.1806,5.1361,5.0792,5.035,5.0111,5.0396,5.1044,5.1345,5.1398,5.1373,5.1286,5.0758,5.0071,4.9437,4.876,4.8603,4.8543,4.8025,4.7608,4.7204,4.6419,4.6275,4.6631,4.6248,4.5686,4.5379,4.5297,4.5388,4.4953,4.4518,4.4519,4.4318,4.409,4.3876,4.3992,4.3776,4.3333,4.3212,4.3047,4.3013,4.29,4.2777,4.2724,4.283,4.2923,4.2312,4.1871,4.2045,4.1994,4.1638,4.1758,4.1696,4.1553,4.129,4.1222,4.1371,4.1042,4.0661,4.0576,4.0713,4.0795,4.041,4.0196,4.052,4.0223,3.9745,3.9787,3.9768,3.968,3.9436,3.9162,3.9625,3.9775,3.9213,3.8621,3.877,3.9082,3.9007,3.8612,3.8511,3.9203,3.8838,3.7977,3.8164,3.831,3.8243,3.7959,3.8061,3.8002,3.7486,3.7588,3.7991,3.7749,3.7548,3.7386,3.7092,3.7021,3.7119,3.7288,3.7237,3.687,3.6301,3.6252,3.6884,3.7084,3.6921,3.6791,3.6677,3.6536,3.5864,3.5792,3.6576,3.669,3.6769,3.6524,3.6087,3.6008,3.5281,3.4933,3.5903,3.6538,3.649,3.6354,3.5854,3.5612,3.555,3.5234,3.5367,3.5533,3.5189,3.5092,3.5517,3.5851,3.5394,3.4685,3.4784,3.4891,3.4599,3.4427,3.4187,3.3616,3.3403,3.3116,3.2744,3.2835,3.2931,4,"20/10/16 13:56:57"
"20562",2020-10-16 13:58:29,"Ok",13.8146,13.2437,12.7148,12.2384,11.8232,11.5163,11.3106,11.1312,10.9659,10.8421,10.7168,10.5968,10.5048,10.4083,10.3351,10.2552,10.1839,10.0937,9.9992,9.9092,9.8141,9.7444,9.639,9.5096,9.3777,9.3085,9.2582,9.1812,9.1319,9.0779,9.0218,8.9881,8.95,8.8899,8.8215,8.7853,8.7412,8.6881,8.6539,8.5889,8.5175,8.4627,8.4258,8.3678,8.3173,8.2874,8.2462,8.2042,8.1681,8.1341,8.0781,8.0543,8.0363,7.9883,7.943,7.9056,7.8744,7.8564,7.825,7.7736,7.7452,7.7114,7.7021,7.7061,7.6555,7.6137,7.603,7.5583,7.4911,7.4232,7.3454,7.2837,7.2318,7.2374,7.2715,7.2849,7.2733,7.241,7.2117,7.1323,7.0351,6.9529,6.8676,6.8281,6.7973,6.7241,6.6611,6.5968,6.4979,6.4589,6.4692,6.4159,6.3408,6.2862,6.2539,6.2431,6.1731,6.1063,6.0885,6.0431,6.0027,5.9654,5.9581,5.9195,5.8575,5.8303,5.7994,5.783,5.7603,5.7336,5.7097,5.7047,5.7004,5.6211,5.5579,5.5611,5.5449,5.4979,5.4997,5.4852,5.4576,5.4182,5.3975,5.3997,5.3545,5.2955,5.2765,5.2811,5.2753,5.2247,5.1892,5.2047,5.1542,5.0957,5.0946,5.0805,5.0605,5.0204,4.9825,5.0213,5.0269,4.9622,4.8944,4.9009,4.9232,4.905,4.8542,4.8349,4.8944,4.847,4.752,4.7589,4.7693,4.7592,4.7174,4.7179,4.7031,4.6375,4.6424,4.6749,4.6389,4.6122,4.5932,4.5557,4.5367,4.5386,4.5474,4.5344,4.4912,4.4306,4.4258,4.4752,4.4796,4.4619,4.4437,4.422,4.4063,4.3379,4.3225,4.3955,4.4008,4.4091,4.3777,4.329,4.3164,4.2303,4.1914,4.2739,4.3379,4.3426,4.3165,4.2633,4.2366,4.2184,4.1761,4.1858,4.2026,4.1675,4.1476,4.1899,4.2165,4.1499,4.0676,4.0834,4.0971,4.0696,4.0533,4.014,3.9537,3.9349,3.8884,3.8379,3.8504,3.8622,5,"20/10/16 14:6:42"
"20563",2020-10-16 14:08:14,"Ok",15.2975,14.5026,13.8178,13.2275,12.7177,12.3528,12.1055,11.8946,11.7028,11.5624,11.4359,11.3144,11.2185,11.1019,11.0016,10.8936,10.804,10.6997,10.5947,10.4969,10.3837,10.2886,10.1497,9.9959,9.8497,9.7607,9.6886,9.593,9.5297,9.4642,9.3981,9.348,9.2936,9.2249,9.1539,9.1135,9.0596,8.9939,8.9475,8.8805,8.8121,8.7587,8.7198,8.6584,8.6079,8.5752,8.5233,8.4758,8.4396,8.4058,8.3471,8.3166,8.2928,8.2434,8.1993,8.1668,8.1288,8.105,8.0725,8.0145,7.9838,7.9468,7.9262,7.9277,7.8728,7.827,7.826,7.7905,7.7215,7.6515,7.579,7.517,7.4668,7.4811,7.5194,7.5284,7.5122,7.48,7.4458,7.36,7.256,7.1662,7.071,7.0266,6.9972,6.9214,6.853,6.7844,6.683,6.6464,6.6577,6.5993,6.5203,6.4611,6.4259,6.412,6.3416,6.2733,6.2548,6.2101,6.1656,6.1262,6.1178,6.0754,6.0115,5.9839,5.9513,5.9297,5.9031,5.8774,5.8538,5.8454,5.8379,5.7603,5.7008,5.7061,5.6908,5.6402,5.6372,5.6186,5.5875,5.5439,5.5204,5.5202,5.471,5.4148,5.3983,5.4019,5.3951,5.3423,5.3057,5.3239,5.2758,5.2172,5.2144,5.2011,5.178,5.137,5.0972,5.1307,5.1368,5.0685,4.9988,5.0069,5.026,5.0065,4.951,4.9291,4.9928,4.9486,4.8515,4.8599,4.8677,4.8514,4.8084,4.8117,4.7959,4.7361,4.7361,4.7621,4.7273,4.7017,4.6832,4.6446,4.6275,4.6263,4.6383,4.6292,4.5815,4.5118,4.5056,4.5608,4.5641,4.5452,4.5288,4.5145,4.489,4.4119,4.4091,4.4835,4.4864,4.4822,4.449,4.4045,4.3953,4.3151,4.2611,4.358,4.4236,4.4045,4.3817,4.3325,4.3052,4.2924,4.2491,4.2526,4.2761,4.243,4.2245,4.2542,4.2806,4.2276,4.1483,4.1622,4.1751,4.1448,4.1175,4.0831,4.023,3.9911,3.9526,3.922,3.938,3.9466,6,"20/10/16 14:16:27"
"20564",2020-10-16 14:17:59,"Ok",14.889,14.1068,13.4633,12.9288,12.4854,12.1603,11.9436,11.7649,11.6098,11.507,11.4018,11.2857,11.1957,11.0891,10.9984,10.8954,10.8094,10.7095,10.608,10.5145,10.4092,10.326,10.2053,10.0601,9.9159,9.8354,9.7712,9.6777,9.6129,9.5488,9.4858,9.4425,9.3895,9.3186,9.2527,9.2178,9.1625,9.1002,9.0589,8.992,8.9291,8.8808,8.8429,8.7824,8.7345,8.6999,8.65,8.605,8.5724,8.5367,8.4733,8.4464,8.4305,8.3878,8.3441,8.3021,8.2607,8.2413,8.2149,8.1611,8.1262,8.0885,8.0699,8.066,8.0088,7.9609,7.9594,7.9275,7.8597,7.7872,7.7086,7.6481,7.5974,7.6072,7.6446,7.6506,7.6319,7.5928,7.5563,7.4806,7.3828,7.2895,7.1878,7.1443,7.1166,7.0385,6.9686,6.9008,6.8002,6.7629,6.7716,6.7111,6.6343,6.5772,6.5398,6.522,6.4496,6.381,6.3611,6.3144,6.2697,6.2312,6.2227,6.1771,6.111,6.084,6.0481,6.0243,5.9958,5.9691,5.9478,5.9405,5.9334,5.8547,5.792,5.7961,5.7793,5.7269,5.7248,5.7057,5.6759,5.6323,5.6053,5.604,5.5541,5.4982,5.4812,5.4771,5.4693,5.4198,5.3813,5.3995,5.351,5.2901,5.2842,5.269,5.2462,5.2065,5.1661,5.1981,5.2017,5.136,5.0673,5.0712,5.0853,5.0695,5.0194,4.9915,5.0479,5.0035,4.9107,4.9177,4.9209,4.9033,4.8657,4.8711,4.8545,4.789,4.7877,4.8188,4.7842,4.7491,4.7277,4.7003,4.6771,4.6688,4.6847,4.6722,4.6241,4.5546,4.5451,4.6041,4.6129,4.589,4.5705,4.5526,4.5238,4.4508,4.4468,4.5127,4.5107,4.5173,4.4894,4.4328,4.4155,4.3388,4.3059,4.3873,4.439,4.4353,4.4107,4.3529,4.3318,4.3201,4.2757,4.2848,4.3019,4.2561,4.2344,4.2737,4.3022,4.2485,4.1707,4.1824,4.1991,4.1696,4.1349,4.0959,4.0361,4.0121,3.989,3.9454,3.9475,3.97,7,"20/10/16 14:26:12"
"20582",2020-10-16 17:13:29,"Ok",12.9847,12.3077,11.6765,11.0876,10.5689,10.1698,9.866,9.5893,9.3343,9.1181,8.8867,8.6756,8.5252,8.349,8.1779,8.0067,7.8791,7.7689,7.673,7.5898,7.5032,7.4499,7.3798,7.3103,7.221,7.1633,7.1224,7.0477,6.9901,6.9192,6.8436,6.7799,6.7066,6.6202,6.5369,6.4827,6.401,6.3022,6.2322,6.1526,6.0792,6.0247,5.9745,5.9022,5.8459,5.8038,5.7452,5.6883,5.6509,5.6157,5.5519,5.525,5.5063,5.4603,5.4227,5.3885,5.3588,5.3346,5.2988,5.2564,5.2272,5.1889,5.1707,5.1756,5.129,5.0947,5.1145,5.1145,5.0808,5.0482,5.0138,4.9794,4.9532,4.994,5.0514,5.0869,5.108,5.0956,5.0912,5.0558,4.9882,4.9294,4.8686,4.8577,4.8636,4.8235,4.7846,4.7472,4.6787,4.6757,4.7174,4.6891,4.6428,4.6213,4.6269,4.6488,4.6087,4.5725,4.5851,4.5634,4.5425,4.5338,4.5479,4.5233,4.4887,4.4865,4.464,4.4613,4.4609,4.4566,4.4535,4.4649,4.4776,4.4231,4.3836,4.4078,4.4065,4.368,4.3842,4.383,4.3696,4.3468,4.3394,4.3506,4.3158,4.2838,4.2865,4.2997,4.3068,4.2708,4.2541,4.2932,4.2602,4.2118,4.2221,4.22,4.2104,4.1852,4.1603,4.1965,4.2072,4.1595,4.105,4.1224,4.1489,4.1402,4.1057,4.0963,4.1593,4.1223,4.0453,4.0656,4.0838,4.0751,4.0426,4.0568,4.0604,4.0143,4.0181,4.053,4.0327,4.016,4.0006,3.9764,3.9718,3.9782,3.9976,3.9917,3.9466,3.8964,3.9026,3.9601,3.9743,3.9615,3.9583,3.9482,3.9306,3.8639,3.86,3.9359,3.9385,3.9489,3.933,3.8852,3.8593,3.7842,3.7656,3.8559,3.9094,3.9136,3.9106,3.8725,3.8515,3.8325,3.7943,3.8179,3.8467,3.805,3.7848,3.8368,3.8643,3.7956,3.7091,3.7226,3.7374,3.704,3.6794,3.6485,3.5938,3.5716,3.542,3.4963,3.5027,3.5268,1,"20/10/16 17:21:42"
"20583",2020-10-16 17:23:14,"Ok",13.1944,12.4575,11.7965,11.1935,10.6408,10.2081,9.8727,9.5549,9.2614,9.0126,8.7448,8.5043,8.3439,8.1604,7.9844,7.8119,7.6822,7.5664,7.4658,7.3811,7.2907,7.2364,7.1681,7.0981,7.003,6.9411,6.9032,6.8327,6.7779,6.7126,6.6468,6.5914,6.5236,6.4453,6.3638,6.3094,6.24,6.1561,6.0892,6.0067,5.9339,5.881,5.8327,5.7598,5.7042,5.666,5.6135,5.5628,5.5304,5.4991,5.436,5.4108,5.3912,5.3443,5.3105,5.2782,5.2422,5.2235,5.1991,5.1537,5.1251,5.0955,5.0841,5.0923,5.05,5.0172,5.0316,5.0251,4.9946,4.9692,4.9466,4.9317,4.9125,4.9489,5.004,5.0344,5.0475,5.0307,5.0196,4.9732,4.9041,4.8482,4.7878,4.7732,4.7781,4.7433,4.7061,4.6647,4.5924,4.5895,4.6282,4.6008,4.5584,4.5351,4.5421,4.5686,4.5247,4.4865,4.5049,4.4837,4.4609,4.4518,4.468,4.446,4.4116,4.4075,4.3888,4.3879,4.3892,4.3876,4.3804,4.3906,4.4046,4.3538,4.3117,4.3354,4.3375,4.2999,4.3174,4.3156,4.3013,4.2816,4.275,4.2847,4.2501,4.2225,4.227,4.2369,4.2445,4.2114,4.1969,4.2369,4.2036,4.1541,4.1618,4.1611,4.1537,4.1308,4.1061,4.143,4.1567,4.1077,4.054,4.0776,4.1048,4.0895,4.0548,4.0477,4.1116,4.0797,4.0029,4.0223,4.0411,4.0347,4.0008,4.0144,4.0188,3.9693,3.9778,4.0138,3.9886,3.9729,3.9634,3.9372,3.922,3.9328,3.9585,3.951,3.9093,3.8597,3.87,3.9308,3.9355,3.9226,3.922,3.9168,3.8959,3.8226,3.8266,3.9063,3.9096,3.9292,3.9136,3.8627,3.8413,3.7608,3.7321,3.8312,3.8919,3.8874,3.8785,3.8437,3.8297,3.8115,3.7642,3.7876,3.8242,3.7787,3.76,3.8109,3.8319,3.7677,3.6899,3.7022,3.7047,3.6801,3.6724,3.6373,3.5776,3.5496,3.5123,3.4712,3.4939,3.5171,2,"20/10/16 17:31:27"
